locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKJFLGDP_02458	CDS	1380	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
JKJFLGDP_02459	CDS	990	fieF		COG0053	Ferrous-iron efflux pump FieF
JKJFLGDP_02460	CDS	471	teaD_2		COG0589	TRAP-T-associated universal stress protein TeaD
JKJFLGDP_02461	CDS	1467	katA	1.11.1.6		Catalase
JKJFLGDP_02462	CDS	576	rbr		COG1592	Rubrerythrin
JKJFLGDP_02463	CDS	378				hypothetical protein
JKJFLGDP_02464	CDS	699				hypothetical protein
JKJFLGDP_02465	CDS	873				hypothetical protein
JKJFLGDP_02466	CDS	759	lapB			Lipopolysaccharide assembly protein B
JKJFLGDP_02467	CDS	702	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
JKJFLGDP_02468	CDS	417				hypothetical protein
JKJFLGDP_02469	CDS	993				hypothetical protein
JKJFLGDP_02470	CDS	96				hypothetical protein
JKJFLGDP_02471	CDS	1344	thrC	4.2.3.1	COG0498	Threonine synthase
JKJFLGDP_02472	CDS	861	IMPDH_7	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
JKJFLGDP_02473	CDS	438	teaD_3		COG0589	TRAP-T-associated universal stress protein TeaD
JKJFLGDP_02474	CDS	1389	dadD	3.5.4.31		5'-deoxyadenosine deaminase
JKJFLGDP_02475	CDS	684	ribD2	1.1.1.302	COG1985	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase
JKJFLGDP_02476	CDS	270				hypothetical protein
JKJFLGDP_02477	CDS	393				hypothetical protein
JKJFLGDP_02478	CDS	1257	lysDH	1.4.1.18		Lysine 6-dehydrogenase
JKJFLGDP_02479	CDS	759	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
JKJFLGDP_02480	CDS	966		1.2.-.-		Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase
JKJFLGDP_02481	CDS	555				Bifunctional NMN adenylyltransferase/Nudix hydrolase
JKJFLGDP_02482	CDS	2535	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
JKJFLGDP_02483	CDS	375				hypothetical protein
JKJFLGDP_02484	CDS	2196				hypothetical protein
JKJFLGDP_02485	CDS	2391				hypothetical protein
JKJFLGDP_02486	CDS	411				hypothetical protein
JKJFLGDP_02487	CDS	285				hypothetical protein
JKJFLGDP_02488	CDS	1065				hypothetical protein
JKJFLGDP_02489	CDS	936	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JKJFLGDP_02490	CDS	810				hypothetical protein
JKJFLGDP_02491	CDS	150				hypothetical protein
JKJFLGDP_02492	CDS	648				hypothetical protein
JKJFLGDP_02493	CDS	1854				hypothetical protein
JKJFLGDP_02494	CDS	387				hypothetical protein
JKJFLGDP_02495	CDS	1185				hypothetical protein
JKJFLGDP_02496	CDS	1101				hypothetical protein
JKJFLGDP_02497	CDS	1002	csm4		COG1567	CRISPR system Cms protein Csm4
JKJFLGDP_02498	CDS	807	csm3	3.1.-.-	COG1337	CRISPR system Cms endoribonuclease Csm3
JKJFLGDP_02499	CDS	411				hypothetical protein
JKJFLGDP_02500	CDS	2481		3.1.-.-	COG1353	CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1 (subtype III-A)
JKJFLGDP_02501	CDS	1101				hypothetical protein
	repeat_region	255				
JKJFLGDP_02502	CDS	321				hypothetical protein
JKJFLGDP_02503	CDS	1137				hypothetical protein
JKJFLGDP_02504	CDS	846	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
JKJFLGDP_02505	CDS	783				hypothetical protein
JKJFLGDP_02506	CDS	1131	btuC_3			Vitamin B12 import system permease protein BtuC
JKJFLGDP_02507	CDS	789	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
JKJFLGDP_02508	CDS	1941	cadA	3.6.3.3		Cadmium-transporting ATPase
JKJFLGDP_02509	CDS	1647	cntA		COG0747	Metal-staphylopine-binding protein CntA
JKJFLGDP_02510	CDS	864	cmoM_3	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
JKJFLGDP_02511	CDS	975	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
JKJFLGDP_02512	CDS	984	gsiD_4		COG1173	Glutathione transport system permease protein GsiD
JKJFLGDP_02513	CDS	1737			COG1123	putative ABC transporter ATP-binding protein
JKJFLGDP_02514	CDS	987	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JKJFLGDP_02515	CDS	771				hypothetical protein
JKJFLGDP_02516	CDS	984				hypothetical protein
JKJFLGDP_02517	CDS	906				hypothetical protein
JKJFLGDP_02518	CDS	522				hypothetical protein
JKJFLGDP_02519	CDS	108				hypothetical protein
JKJFLGDP_02520	CDS	435				hypothetical protein
JKJFLGDP_02521	CDS	486				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
JKJFLGDP_02522	CDS	552	ppiB	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase
JKJFLGDP_02523	CDS	252				hypothetical protein
JKJFLGDP_02524	CDS	2214	ftsH_7	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
JKJFLGDP_02525	CDS	1725	ade	3.5.4.2	COG1001	Adenine deaminase
JKJFLGDP_02526	CDS	276				hypothetical protein
JKJFLGDP_02527	CDS	276				hypothetical protein
JKJFLGDP_02528	CDS	1101	bchR	2.1.1.331	COG1032	Bacteriochlorophyllide d C-12(1)-methyltransferase
JKJFLGDP_02529	CDS	327				hypothetical protein
JKJFLGDP_02530	CDS	1347				hypothetical protein
JKJFLGDP_02531	CDS	1401				hypothetical protein
JKJFLGDP_02532	CDS	1281				hypothetical protein
JKJFLGDP_02533	CDS	495				hypothetical protein
JKJFLGDP_02534	CDS	261				hypothetical protein
JKJFLGDP_02535	CDS	318				hypothetical protein
JKJFLGDP_02536	CDS	861				hypothetical protein
JKJFLGDP_02537	CDS	1485				hypothetical protein
JKJFLGDP_02538	CDS	1857				hypothetical protein
JKJFLGDP_02539	CDS	399				hypothetical protein
JKJFLGDP_02540	CDS	819	ycf3_11			Photosystem I assembly protein Ycf3
JKJFLGDP_02541	CDS	933	mtnA_2	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
JKJFLGDP_02542	CDS	1386				hypothetical protein
JKJFLGDP_02543	CDS	939				hypothetical protein
	repeat_region	989				
	repeat_region	383				
	repeat_region	1770				
JKJFLGDP_02544	CDS	159				hypothetical protein
JKJFLGDP_02545	CDS	366				hypothetical protein
JKJFLGDP_02546	CDS	372				hypothetical protein
JKJFLGDP_02547	CDS	222				hypothetical protein
JKJFLGDP_02548	CDS	174				hypothetical protein
JKJFLGDP_02549	CDS	324				hypothetical protein
JKJFLGDP_02550	CDS	1230				hypothetical protein
JKJFLGDP_02551	CDS	1011				hypothetical protein
JKJFLGDP_02552	CDS	114				hypothetical protein
JKJFLGDP_02553	CDS	198				hypothetical protein
JKJFLGDP_02554	CDS	555	shdB	2.5.1.129		putative UbiX-like flavin prenyltransferase
JKJFLGDP_02555	CDS	912		2.5.-.-		Deoxyhypusine synthase-like protein
JKJFLGDP_02556	CDS	405	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
JKJFLGDP_02557	CDS	573	ndhK	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
JKJFLGDP_02558	CDS	1713	nuoC	7.1.1.-		NADH-quinone oxidoreductase subunit C/D
JKJFLGDP_02559	CDS	1053	nuoH_2	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
JKJFLGDP_02560	CDS	585	ndhI_5	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
JKJFLGDP_02561	CDS	429				hypothetical protein
JKJFLGDP_02562	CDS	264				hypothetical protein
JKJFLGDP_02563	CDS	303	nuoK_2	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
JKJFLGDP_02564	CDS	2013	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
JKJFLGDP_02565	CDS	1503	ndhD1_2	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
JKJFLGDP_02566	CDS	165				hypothetical protein
JKJFLGDP_02567	CDS	768	ndhB_3	7.1.1.-	COG1007	NAD(P)H-quinone oxidoreductase subunit 2
JKJFLGDP_02568	CDS	486				hypothetical protein
JKJFLGDP_02569	CDS	324			COG3039	IS5 family transposase ISArch6
JKJFLGDP_02570	CDS	198				hypothetical protein
JKJFLGDP_02571	CDS	279				hypothetical protein
JKJFLGDP_02572	CDS	117				hypothetical protein
JKJFLGDP_02573	CDS	252				hypothetical protein
JKJFLGDP_02574	CDS	1017				hypothetical protein
JKJFLGDP_02575	CDS	282				hypothetical protein
JKJFLGDP_02576	CDS	240				IS1634 family transposase ISMth2
JKJFLGDP_02577	CDS	624				hypothetical protein
JKJFLGDP_02578	CDS	333				IS1634 family transposase ISMth2
JKJFLGDP_02579	CDS	147				hypothetical protein
JKJFLGDP_02580	CDS	294				hypothetical protein
JKJFLGDP_02581	CDS	780				hypothetical protein
JKJFLGDP_02582	CDS	636				hypothetical protein
JKJFLGDP_02583	CDS	297				hypothetical protein
JKJFLGDP_02584	CDS	177				hypothetical protein
JKJFLGDP_02585	CDS	345				hypothetical protein
JKJFLGDP_02586	CDS	213				hypothetical protein
JKJFLGDP_02587	CDS	780	yadH_3		COG0842	Inner membrane transport permease YadH
JKJFLGDP_02588	CDS	252				hypothetical protein
JKJFLGDP_02589	CDS	381				hypothetical protein
JKJFLGDP_02590	CDS	534				hypothetical protein
JKJFLGDP_02591	CDS	273				hypothetical protein
JKJFLGDP_02592	CDS	441				hypothetical protein
JKJFLGDP_02593	CDS	1107				hypothetical protein
JKJFLGDP_02594	CDS	459				hypothetical protein
JKJFLGDP_02595	CDS	126				hypothetical protein
JKJFLGDP_02596	CDS	267				Insertion sequence IS5376 putative ATP-binding protein
JKJFLGDP_02597	CDS	204				hypothetical protein
JKJFLGDP_02598	CDS	435				hypothetical protein
JKJFLGDP_02599	CDS	762				hypothetical protein
JKJFLGDP_02600	CDS	378				hypothetical protein
JKJFLGDP_02601	CDS	252				hypothetical protein
JKJFLGDP_02602	CDS	336				hypothetical protein
JKJFLGDP_02603	CDS	171				hypothetical protein
JKJFLGDP_02604	CDS	276				hypothetical protein
JKJFLGDP_02605	CDS	279				hypothetical protein
JKJFLGDP_02606	CDS	1281				IS66 family transposase ISMma15
JKJFLGDP_02607	tRNA	88				tRNA-Leu(cag)
JKJFLGDP_02608	CDS	522				hypothetical protein
JKJFLGDP_02609	CDS	432				hypothetical protein
JKJFLGDP_02610	CDS	192				hypothetical protein
JKJFLGDP_02611	CDS	969				hypothetical protein
JKJFLGDP_02612	CDS	165				hypothetical protein
JKJFLGDP_02613	CDS	495	DmdB_2	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
JKJFLGDP_02614	CDS	222	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
JKJFLGDP_02615	CDS	747	dmlA_2	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
JKJFLGDP_02616	CDS	207				hypothetical protein
JKJFLGDP_02617	CDS	1380	rpoB_2	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
JKJFLGDP_02618	CDS	1830	rpoB_3	2.7.7.6		DNA-directed RNA polymerase subunit beta
JKJFLGDP_02619	CDS	2628	rpoC_2	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
JKJFLGDP_02620	CDS	1140	rpoC_3	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
JKJFLGDP_02621	CDS	309				hypothetical protein
JKJFLGDP_02622	CDS	432	nusA			Transcription termination/antitermination protein NusA
JKJFLGDP_02623	CDS	429				hypothetical protein
JKJFLGDP_02624	CDS	558				hypothetical protein
JKJFLGDP_02625	CDS	657				hypothetical protein
JKJFLGDP_02626	CDS	2214	dapb3	3.4.14.-		Dipeptidyl aminopeptidase BIII
JKJFLGDP_02627	CDS	471				hypothetical protein
JKJFLGDP_02628	CDS	1188	lolE_3		COG4591	Lipoprotein-releasing system transmembrane protein LolE
JKJFLGDP_02629	CDS	1161				hypothetical protein
JKJFLGDP_02630	CDS	741	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
JKJFLGDP_02631	CDS	615				hypothetical protein
JKJFLGDP_02632	CDS	954	mch	3.5.4.27	COG3252	Methenyltetrahydromethanopterin cyclohydrolase
JKJFLGDP_02633	CDS	255				hypothetical protein
JKJFLGDP_02634	CDS	960	tuf_2			Elongation factor Tu
JKJFLGDP_02635	CDS	279				hypothetical protein
JKJFLGDP_02636	CDS	762				hypothetical protein
JKJFLGDP_02637	CDS	1026	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
JKJFLGDP_02638	CDS	627	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
JKJFLGDP_02639	CDS	1443	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
JKJFLGDP_02640	CDS	582	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
JKJFLGDP_02641	CDS	732	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
JKJFLGDP_02642	CDS	1356				hypothetical protein
JKJFLGDP_02643	CDS	993				hypothetical protein
JKJFLGDP_02644	CDS	993				hypothetical protein
JKJFLGDP_02645	CDS	3360				hypothetical protein
JKJFLGDP_02646	CDS	510				hypothetical protein
JKJFLGDP_02647	CDS	408				hypothetical protein
JKJFLGDP_02648	CDS	162				hypothetical protein
JKJFLGDP_02649	CDS	465				hypothetical protein
JKJFLGDP_02650	CDS	264				hypothetical protein
JKJFLGDP_02651	CDS	285				hypothetical protein
